cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2012,1190400000,Highways,1257354106,Actual,92.944
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2013,850000000,Highways,877509936.5,Actual,94.354
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2014,860000000,Highways,876379533.5,Actual,96.197
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2015,803800000,Highways,826487070.1,Actual,97.039
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2016,778600000,Highways,800979363.4,Actual,97.996
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2017,354300000,Highways,354300000,Actual,100
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2018,367900000,Highways,352000153.1,Actual,102.965
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2019,325100000,Highways,306129175,Actual,104.87
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2020,341700000,Highways,320303712,Actual,105.425
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2021,344100000,Highways,296655832.7,Actual,108.67
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2022,270700000,Highways,212420352.2,Actual,114.265
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2010,896500000,Highways,1027259915,Actual,89.756
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2011,2333400000,Highways,2558580686,Actual,92.191
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2012,2343200000,Highways,2474993398,Actual,92.944
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2013,2265000000,Highways,2338305890,Actual,94.354
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2014,1405800000,Highways,1432574823,Actual,96.197
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2015,1349300000,Highways,1387383682,Actual,97.039
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2016,3108100000,Highways,3197436372,Actual,97.996
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2017,1352300000,Highways,1352300000,Actual,100
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2018,528800000,Highways,505946401.1,Actual,102.965
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2019,875200000,Highways,824128741.9,Actual,104.87
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2020,1057300000,Highways,991094863.1,Actual,105.425
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2021,1179000000,Highways,1016440647,Actual,108.67
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Other agency O&M outlays of HTF funds,2022,1241800000,Highways,974449920,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2010,142900000,Highways,163742824.1,Actual,89.756
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2011,294200000,Highways,322591256.5,Actual,92.191
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2012,303200000,Highways,320253498.8,Actual,92.944
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2013,312200000,Highways,322304237.9,Actual,94.354
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2014,212800000,Highways,216852982.2,Actual,96.197
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2015,174200000,Highways,179116754.9,Actual,97.039
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2016,179600000,Highways,184762257.5,Actual,97.996
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2017,92500000,Highways,92500000,Actual,100
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2018,95200000,Highways,91085660.71,Actual,102.965
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2019,98100000,Highways,92375490.83,Actual,104.87
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2020,101000000,Highways,94675665.54,Actual,105.425
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2021,104100000,Highways,89746795.07,Actual,108.67
Expenditure,-,-,Non-Trust Fund,Capital,Federal,Non-HTF direct capital outlays,2022,107200000,Highways,84120656.64,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2010,430100000,Highways,492832670.6,Actual,89.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2011,635200000,Highways,696498865.1,Actual,92.191
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2012,534800000,Highways,564879852.1,Actual,92.944
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2013,640400000,Highways,661126309.8,Actual,94.354
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2014,578900000,Highways,589925711.5,Actual,96.197
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2015,448700000,Highways,461364454.3,Actual,97.039
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2016,597800000,Highways,614982614.2,Actual,97.996
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2017,303700000,Highways,303700000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2018,313600000,Highways,300046882.3,Actual,102.965
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2019,527600000,Highways,496812527.7,Actual,104.87
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2020,560900000,Highways,525778027.7,Actual,105.425
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2021,411000000,Highways,354331726.9,Actual,108.67
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-HTF direct O&M outlays,2022,452700000,Highways,355237138.6,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2010,1688325000,Highways,1934577351,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2011,1634964000,Highways,1792743341,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2012,1903284000,Highways,2010334302,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2013,1925926000,Highways,1988257885,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2014,1865241000,Highways,1900766323,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2015,1983970000,Highways,2039967097,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2016,2106861000,Highways,2167418678,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2017,2110073000,Highways,2110073000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2018,2192940000,Highways,2098165849,Actual,104.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2019,2202903000,Highways,2074355208,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2020,2267893000,Highways,2125883952,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State and local parking expenditures,2021,2177280000,Highways,1877078789,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2010,72571581000,Highways,83156582370,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2011,73002308000,Highways,80047268062,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2012,76017369000,Highways,80292969633,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2013,74412266000,Highways,76820591545,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2014,80501275000,Highways,82034499801,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2015,81354908000,Highways,83651131561,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2016,77999851000,Highways,80241807090,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2017,78061604000,Highways,78061604000,Actual,100
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2018,83585920000,Highways,79973516270,Actual,104.756
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2019,85329888000,Highways,80350563575,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2020,92050828000,Highways,86286865392,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2021,90345304000,Highways,77888582932,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State capital expenditures,2022,89530830000,Highways,70255524342,Actual,129.519
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2010,21942061000,Highways,25142442507,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2011,20939444000,Highways,22960168423,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2012,21826823000,Highways,23054473726,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2013,22020862000,Highways,22733559077,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2014,23451639000,Highways,23898298193,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2015,23766099000,Highways,24436891677,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2016,24171059000,Highways,24865809724,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2017,25317191000,Highways,25317191000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2018,27496227000,Highways,26307899193,Actual,104.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2019,28353316000,Highways,26698791868,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2020,28158815000,Highways,26395589614,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2021,27053417000,Highways,23323318649,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - maintenance,2022,29093077000,Highways,22829559151,Actual,129.519
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2010,8783585000,Highways,10064723677,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2011,8675851000,Highways,9513098828,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2012,8895425000,Highways,9395748614,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2013,8470808000,Highways,8744962577,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2014,8397352000,Highways,8557287707,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2015,9142824000,Highways,9400878104,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2016,9169317000,Highways,9432871428,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2017,9565495000,Highways,9565495000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2018,10011006000,Highways,9578351847,Actual,104.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2019,10464709000,Highways,9854053316,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2020,10182532000,Highways,9544930634,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2021,10409460000,Highways,8974213961,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State O&M expenditures - research and planning,2022,12413753000,Highways,9741166546,Actual,129.519
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2010,8686987000,Highways,9954036278,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2011,8971708000,Highways,9837506990,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2012,9278933000,Highways,9800827040,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2013,9413902000,Highways,9718579466,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2014,9485562000,Highways,9666223721,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2015,9844799000,Highways,10122666187,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2016,9535550000,Highways,9809631093,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2017,10103854000,Highways,10103854000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,State capital expenditures - law enforcement,2018,10287181000,Highways,9842591157,Actual,104.756
