Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
02/24/2024,CADI,LL,,BLK,DM51914,IL,701 N. Sacramento,(773) 265-7605,7083524
05/18/2024,KIA,LL,,BLU,CW55808,IL,10300 S. Doty,(773) 568-8495,2969387
03/24/2024,CHEV,4D,,GLD,EL37435,IL,10300 S. Doty,(773) 568-8495,2967119
04/15/2024,HOND,VN,ODY,BGE,,IL,701 N. Sacramento,(773) 265-7605,7088694
03/12/2024,CHEV,PK,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7085492
05/11/2024,KIA,4D,,BLK,EN13007,IL,10300 S. Doty,(773) 568-8495,2969059
03/23/2024,CHRY,VN,,GRY,009073A0,IL,10300 S. Doty,(773) 568-8495,2967017
03/14/2024,FORD,VN,,YEL,522033D,IL,10300 S. Doty,(773) 785-9752,1726061
02/24/2024,HYUN,4D,,BLU,CL55333,IL,701 N. Sacramento,(773) 265-7605,7083520
05/15/2024,BMW,2D,,LBL,,,701 N. Sacramento,(773) 265-7605,7090824
02/24/2024,FORD,4D,,GRY,EBZ6157,IL,701 N. Sacramento,(773) 265-7605,7083506
05/11/2024,CHEV,LL,,BLU,DD25210,IL,701 N. Sacramento,(773) 265-7605,7090557
04/27/2024,MERC,LL,,BLK,DD58608,IL,701 N. Sacramento,(773) 265-7605,7089609
04/17/2024,HOND,4D,CIV,GRY,DB51330,IL,701 N. Sacramento,(773) 265-7605,7088789
03/14/2024,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2966370
05/11/2024,VOLK,4D,,LBL,BV55911,IL,10300 S. Doty,(773) 568-8495,2969061
05/11/2024,MERZ,LL,,SIL,EC98695,IL,10300 S. Doty,(773) 568-8495,2969060
03/20/2024,JEEP,LL,,BLK,EB39806,IL,10300 S. Doty,(773) 568-8495,2966767
04/23/2024,DODG,4D,,BLK,DZ83802,IL,10300 S. Doty,(773) 568-8495,2968443
03/02/2024,NISS,LL,,TAN,EF34668,IL,10300 S. Doty,(773) 568-8495,2965627
04/27/2024,HYUN,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,7089610
05/06/2024,CHEV,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1547370
04/15/2024,NISS,4D,,BLU,DT15016,IL,10300 S. Doty,(773) 568-8495,2968080
05/02/2024,FORD,4D,,WHI,S44477,IN,701 N. Sacramento,(773) 265-7605,7089838
04/29/2024,FORD,4D,,BRZ,EM37338,IL,10300 S. Doty,(773) 568-8495,2968606
05/02/2024,SATR,4D,,SIL,CN65033,IL,10300 S. Doty,(773) 568-8495,2968704
05/13/2024,HOND,4D,,GRY,DL2913FP,IL,10300 S. Doty,(773) 568-8495,2969159
05/15/2024,HOND,LL,CRV,TAN,009810A1,IL,701 N. Sacramento,(773) 265-7605,7090825
03/12/2024,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2966269
03/11/2024,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2966185
05/20/2024,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7091227
03/04/2024,CHEV,4D,,BLK,ED65759,IL,10300 S. Doty,(773) 568-8495,2965763
05/17/2024,,4D,,,,IL,10300 S. Doty,(773) 785-9752,1726366
04/19/2024,FORD,LL,,RED,CR42368,IL,10300 S. Doty,(773) 785-9752,1726207
03/28/2024,DODG,PK,,GRN,,,701 N. Sacramento,(773) 265-7605,7087280
05/20/2024,SUZU,4D,,SIL,Q471725,IL,10300 S. Doty,(773) 568-8495,2969463
05/15/2024,HOND,4D,,GRY,KHC4635,OH,10300 S. Doty,(773) 568-8495,2969256
05/11/2024,CHEV,4D,,GRY,EF35303,IL,10300 S. Doty,(773) 568-8495,2969066
05/15/2024,HYUN,4D,,GRY,CS78505,IL,10300 S. Doty,(773) 568-8495,2969255
05/08/2024,KIA,4D,,BLK,EK22631,IL,10300 S. Doty,(773) 568-8495,2968974
04/29/2024,HOND,4D,,SIL,CN26970,IL,701 N. Sacramento,(773) 265-7605,7089761
05/15/2024,PONT,4D,,SIL,W47412H,IL,10300 S. Doty,(773) 568-8495,2969254
04/11/2024,CHEV,VN,,WHI,3740598B,IL,10300 S. Doty,(773) 568-8495,2967919
05/18/2024,TOYT,4D,,RED,CW16653,IL,10300 S. Doty,(773) 568-8495,2969383
05/18/2024,FORD,4D,,WHI,,IN,10300 S. Doty,(773) 568-8495,2969385
04/07/2024,HOND,4D,,GRY,EG76436,IL,701 N. Sacramento,(773) 265-7605,7088210
05/05/2024,CHEV,4D,,BLU,DA58141,IL,701 N. Sacramento,(773) 265-7605,7090157
04/29/2024,CADI,4D,,LBL,,IL,10300 S. Doty,(773) 568-8495,2968607
05/18/2024,FORD,4D,,BLU,Q399297,IL,10300 S. Doty,(773) 568-8495,2969386
02/28/2024,KIA,4D,,GRY,YAB7280,MS,10300 S. Doty,(773) 568-8495,2965460
05/06/2024,FORD,LL,,BLK,DR61992,IL,10300 S. Doty,(773) 568-8495,2968919
03/05/2024,AUDI,LL,,WHI,BT94865,IL,701 N. Sacramento,(773) 265-7605,7084726
04/08/2024,KIA,4D,,WHI,DR60224,IL,400 E. Lower Wacker,(312) 744-7550,0300535
05/20/2024,HYUN,4D,,BLK,DH74941,IL,701 N. Sacramento,(773) 265-7605,7091228
05/11/2024,CHRY,4D,,GRY,DL37101,IL,10300 S. Doty,(773) 568-8495,2969065
05/08/2024,HOND,4D,,BLK,7634995,IL,701 N. Sacramento,(773) 265-7605,7090333
05/06/2024,KIA,4D,,BLK,X3545,FL,10300 S. Doty,(773) 568-8495,2968918
03/24/2024,DODG,LL,,WHI,3860397B,IL,10300 S. Doty,(773) 568-8495,2967045
05/11/2024,DODG,LL,TK,WHI,EG71211,IL,701 N. Sacramento,(773) 265-7605,7090562
03/23/2024,JEEP,LL,,GRY,EA53558,IL,10300 S. Doty,(773) 568-8495,2966961
04/11/2024,BMW,LL,,GLD,EG29835,IL,10300 S. Doty,(773) 568-8495,2967920
03/23/2024,HYUN,LL,,BLK,AD13021,IL,10300 S. Doty,(773) 568-8495,2967018
04/19/2024,OLDS,LL,,RED,,IL,10300 S. Doty,(773) 785-9752,1726210
03/24/2024,TOYT,4D,,BLK,21823PT,IL,10300 S. Doty,(773) 568-8495,2967047
03/23/2024,DODG,4T,,BLK,DR58455,IL,10300 S. Doty,(773) 568-8495,2967013
05/02/2024,MAZD,LL,,BLK,CN47251,IL,10300 S. Doty,(773) 568-8495,2968708
05/05/2024,NISS,4D,,WHI,383EFA,IN,701 N. Sacramento,(773) 265-7605,7090158
02/28/2024,,HS,,WHI,885AA606,IL,10300 S. Doty,(773) 568-8495,2965462
03/24/2024,FORD,4T,,BLK,DY18011,IL,10300 S. Doty,(773) 568-8495,2967046
03/23/2024,JAGU,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2967014
03/22/2024,BMW,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2966924
05/13/2024,GMC,VN,TK,BLU,,IL,10300 S. Doty,(773) 568-8495,2969161
05/02/2024,FORD,VN,,WHI,,,10300 S. Doty,(773) 568-8495,2967808
03/20/2024,ACUR,LL,,BLK,AW13804,IL,701 N. Sacramento,(773) 265-7605,7086411
05/11/2024,NISS,4T,,SIL,CS22715,IL,701 N. Sacramento,(773) 265-7605,7090565
05/02/2024,HYUN,LL,,GRY,DT19682,IL,10300 S. Doty,(773) 568-8495,2968713
05/06/2024,KIA,LL,,SIL,CH33953,IL,10300 S. Doty,(773) 568-8495,2968921
05/08/2024,NISS,4D,,WHI,FL788ADD,IN,701 N. Sacramento,(773) 265-7605,7090335
03/17/2024,CHEV,4D,,BLU,EA18984,IL,10300 S. Doty,(773) 568-8495,2966585
02/28/2024,DODG,4D,,WHI,EM26211,IL,701 N. Sacramento,(773) 265-7605,7084057
05/02/2024,BMW,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2968715
03/16/2024,CHRY,VN,,WHI,CY29456,IL,701 N. Sacramento,(773) 265-7605,7085882
05/09/2024,HOND,LL,CRV,GLD,,IL,701 N. Sacramento,(773) 265-7605,7090444
05/09/2024,INFI,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2969021
03/06/2024,LNDR,LL,,WHI,CTV4970,GA,10300 S. Doty,(773) 568-8495,2965853
05/09/2024,CHEV,LL,,SIL,EP26610,IL,701 N. Sacramento,(773) 265-7605,7090448
05/09/2024,FORD,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2969023
05/09/2024,CHEV,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2969024
05/09/2024,FORD,4D,,GRN,EJ72184,IL,10300 S. Doty,(773) 568-8495,2969026
03/06/2024,KIA,LL,,WHI,H119335,IL,701 N. Sacramento,(773) 265-7605,7084825
03/25/2024,CHEV,2D,,GRY,,,10300 S. Doty,(773) 568-8495,2967131
05/18/2024,HYUN,LL,,BLK,V933863,IL,400 E. Lower Wacker,(312) 744-7550,0303183
04/29/2024,GMC,LL,,RED,FP155713,IL,10300 S. Doty,(773) 568-8495,2968608
03/19/2024,CHEV,4D,,BLK,DV32705,IL,10300 S. Doty,(773) 785-9752,1726078
05/20/2024,JEEP,LL,,BLK,CC52133,IL,10300 S. Doty,(773) 568-8495,2969467
04/29/2024,HOND,4D,CIV,WHI,,IL,10300 S. Doty,(773) 568-8495,2968609
04/29/2024,HYUN,4D,,SIL,CD41567,IL,701 N. Sacramento,(773) 265-7605,7089762
05/13/2024,FORD,4D,,RED,DG21384,IL,10300 S. Doty,(773) 568-8495,2969160
05/06/2024,CHEV,4D,,BRO,,IL,701 N. Sacramento,(773) 265-1846,1547372
02/26/2024,MAZD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7083895
04/29/2024,BUIC,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7089763
04/15/2024,VOLK,4D,,TAN,EQ26241,IL,400 E. Lower Wacker,(312) 744-7550,0301057
04/23/2024,CHEV,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2968445
05/08/2024,HYUN,4D,,SIL,DN62248,IL,701 N. Sacramento,(773) 265-7605,7090343
03/16/2024,HYUN,4D,,SIL,DQ51571,IL,701 N. Sacramento,(773) 265-7605,7085935
05/20/2024,PORS,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2969464
05/17/2024,VOLK,4D,,WHI,EH75692,IL,701 N. Sacramento,(773) 265-7605,7090913
04/04/2024,FORD,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2967652
05/13/2024,KIA,4D,,GRY,DV24497,IL,10300 S. Doty,(773) 568-8495,2969162
04/27/2024,CHEV,LL,,TAN,DS61810,IL,10300 S. Doty,(773) 568-8495,2968556
04/19/2024,HOND,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7088848
05/11/2024,CHEV,VN,,WHI,2485191B,IL,701 N. Sacramento,(773) 265-7605,7090569
03/20/2024,MERZ,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2965792
05/20/2024,CHEV,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2969465
03/16/2024,HOND,2D,,GRY,G195830,IL,701 N. Sacramento,(773) 265-7605,7085932
03/04/2024,CHEV,4D,,BLK,008282A2,IL,701 N. Sacramento,(773) 265-7605,7084637
05/20/2024,HYUN,4D,,BLU,EM64302,IL,10300 S. Doty,(773) 568-8495,2969469
05/20/2024,TOYT,4D,,SIL,008931A8,IL,10300 S. Doty,(773) 568-8495,2969468
05/22/2024,DODG,LL,,BLK,DY95249,IL,10300 S. Doty,(773) 568-8495,2969533
04/27/2024,KIA,4D,,BLK,JKJ2825,OH,701 N. Sacramento,(773) 265-7605,7089611
05/17/2024,FORD,4D,,RED,DQ74137,IL,10300 S. Doty,(773) 568-8495,2969344
05/17/2024,TOYT,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2969343
05/17/2024,TOYT,HB,,BLK,Z906218,IL,701 N. Sacramento,(773) 265-7605,7090914
05/17/2024,JEEP,LL,,TAN,AT49786,IL,701 N. Sacramento,(773) 265-7605,7090915
03/04/2024,NISS,4D,,BLU,DS95747,IL,10300 S. Doty,(773) 568-8495,2965713
04/19/2024,CHEV,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,7088846
04/11/2024,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2967922
05/04/2024,CHEV,LL,,BLK,9183AA,IL,400 E. Lower Wacker,(312) 744-7550,0302229
04/27/2024,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7089612
04/22/2024,CHEV,2D,,BLK,CN85922,IL,10300 S. Doty,(773) 568-8495,2968374
05/16/2024,HOND,4H,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7090828
05/16/2024,SMAR,2D,,BLK,CY24231,IL,701 N. Sacramento,(773) 265-7605,7090830
05/16/2024,DODG,4D,,GRY,3WA2VR,AZ,701 N. Sacramento,(773) 265-7605,7090829
05/16/2024,CHEV,4D,,TAN,EP28519,IL,10300 S. Doty,(773) 568-8495,2969258
05/04/2024,NISS,LL,TK,GRY,Z738905,IL,10300 S. Doty,(773) 568-8495,2968817
05/16/2024,CHEV,4D,,SIL,EL36548,IL,10300 S. Doty,(773) 568-8495,2969261
05/11/2024,MINI,2T,,WHI,DE80732,IL,701 N. Sacramento,(773) 265-7605,7090573
03/06/2024,ACUR,4D,,WHI,EG31016,IL,701 N. Sacramento,(773) 265-7605,7084824
04/02/2024,FORD,4D,,GRY,DW37052,IL,701 N. Sacramento,(773) 265-1846,1547207
04/02/2024,HOND,4D,,BLU,BW15247,IL,701 N. Sacramento,(773) 265-1846,1547209
05/11/2024,CHEV,LL,BLZ,TAN,,,10300 S. Doty,(773) 568-8495,2969067
05/11/2024,TOYT,4D,,BLU,CT33422,IL,701 N. Sacramento,(773) 265-7605,7090571
03/09/2024,NISS,4D,,GRY,CD26314,IL,701 N. Sacramento,(773) 265-7605,7085124
03/11/2024,SUBA,4D,,LGR,KGX1327,OH,400 E. Lower Wacker,(312) 744-7550,0298811
04/19/2024,GMC,PK,,GRY,3257183B,IL,701 N. Sacramento,(773) 265-1846,1547296
05/22/2024,NISS,4D,,BLK,A230302,IL,701 N. Sacramento,(773) 265-7605,7091334
03/19/2024,CHRY,4D,,BLK,EN34456,IL,10300 S. Doty,(773) 785-9752,1726079
04/07/2024,,4D,,GRY,EG63418,IL,701 N. Sacramento,(773) 265-7605,7088213
05/16/2024,FORD,4D,TAU,BLK,,IL,10300 S. Doty,(773) 568-8495,2969257
04/05/2024,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2967732
05/08/2024,CHRY,4D,,GRY,DY15355,IL,701 N. Sacramento,(773) 265-7605,7090345
05/16/2024,CHEV,2D,,SIL,CU89944,IL,701 N. Sacramento,(773) 265-7605,7090831
05/20/2024,JEEP,LL,TK,WHI,EK77109,IL,701 N. Sacramento,(773) 265-7605,7091232
04/04/2024,HOND,VN,,GRY,DF79869,IL,10300 S. Doty,(773) 568-8495,2967660
03/06/2024,HOND,LL,,TAN,,,701 N. Sacramento,(773) 265-7605,7084822
03/23/2024,KIA,LL,,GRN,,IL,10300 S. Doty,(773) 568-8495,2967030
03/16/2024,FORD,4D,,DBL,CH44782,IL,701 N. Sacramento,(773) 265-7605,7085930
04/27/2024,CHEV,PK,,GRN,2276023B,IL,10300 S. Doty,(773) 568-8495,2968557
03/09/2024,LINC,4D,ZEP,BLK,,IL,10300 S. Doty,(773) 568-8495,2966080
03/17/2024,CADI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2966588
03/20/2024,TOYT,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,7086413
05/14/2024,CHRY,4D,,LBL,DF77218,IL,10300 S. Doty,(773) 568-8495,2969164
05/22/2024,KIA,4D,,BLU,BM38218,IL,701 N. Sacramento,(773) 265-7605,7091340
03/12/2024,HOND,2D,,BLK,892AB610,IL,701 N. Sacramento,(773) 265-7605,7085497
03/02/2024,BUIC,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7084430
05/22/2024,JEEP,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2969532
05/02/2024,HOND,2D,,BLK,7150254,IL,701 N. Sacramento,(773) 265-1846,1547354
04/22/2024,HYUN,4D,,WHI,DV17352,IL,10300 S. Doty,(773) 568-8495,2968371
04/18/2024,JEEP,LL,,WHI,CT77377,IL,701 N. Sacramento,(773) 265-7605,7088796
05/22/2024,LINC,LL,,WHI,EEJ7219,MI,701 N. Sacramento,(773) 265-7605,7091341
05/22/2024,HOND,4D,,BLU,FMH519,IL,701 N. Sacramento,(773) 265-7605,7091342
05/22/2024,CHRY,VN,TNC,WHI,,IL,10300 S. Doty,(773) 568-8495,2969534
05/05/2024,MAZD,4D,,,EL15722,IL,701 N. Sacramento,(773) 265-7605,7090160
05/14/2024,AUDI,4D,,GRY,TTM1663,VA,701 N. Sacramento,(773) 265-7605,7090754
04/11/2024,JEEP,LL,,BLK,DY78952,IL,10300 S. Doty,(773) 568-8495,2967927
05/14/2024,DODG,4D,,BLK,354E134,IN,10300 S. Doty,(773) 568-8495,2969163
03/05/2024,KIA,4D,,BLK,CK24955,IL,701 N. Sacramento,(773) 265-7605,084701
04/05/2024,TOYT,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2967731
05/02/2024,BMW,4D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1547353
05/05/2024,VOLK,4D,,GRY,EK92633,IL,701 N. Sacramento,(773) 265-7605,7090174
03/06/2024,KIA,LL,,BLK,BW53728,IL,701 N. Sacramento,(773) 265-7605,7084829
04/18/2024,TOYT,4D,,GRY,DH34554,IL,701 N. Sacramento,(773) 265-7605,7088791
05/01/2024,BUIC,4D,,TAN,EE56857,IL,701 N. Sacramento,(773) 265-7605,7089793
03/25/2024,KIA,4D,,RED,,,10300 S. Doty,(773) 568-8495,2967133
05/14/2024,CHEV,4D,,GRY,EM76071,IL,701 N. Sacramento,(773) 265-7605,7090755
04/23/2024,KIA,LL,,SIL,Z892075,IL,701 N. Sacramento,(773) 265-7605,7089193
05/02/2024,OLDS,4D,,MAR,433YTZ,WI,701 N. Sacramento,(773) 265-1846,1547355
05/05/2024,MAZD,4D,,MAR,ER47893,IL,701 N. Sacramento,(773) 265-7605,7090170
03/20/2024,,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,2966793
02/24/2024,MERC,4D,,SIL,BP88877,IL,701 N. Sacramento,(773) 265-7605,7083531
05/16/2024,JEEP,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7090844
04/30/2024,HOND,4D,,SIL,EG45618,IL,400 E. Lower Wacker,(312) 744-7550,0302006
05/14/2024,INFI,4T,,WHI,,IL,10300 S. Doty,(773) 568-8495,2969165
05/05/2024,LINC,4D,,WHI,AS94664,IL,701 N. Sacramento,(773) 265-7605,7090159
04/18/2024,HYUN,4T,,DBL,EA28921,IL,701 N. Sacramento,(773) 265-7605,7088795
04/02/2024,MAZD,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2967551
05/22/2024,CHRY,4D,300,BLK,CY19279,IL,10300 S. Doty,(773) 568-8495,2969535
03/14/2024,KIA,4D,,WHI,CV21025,IL,701 N. Sacramento,(773) 265-7605,7085695
04/22/2024,FORD,LL,,BLK,DW71855,IL,701 N. Sacramento,(773) 265-7605,7089141
02/24/2024,HYUN,LL,,WHI,CS97329,IL,701 N. Sacramento,(773) 265-7605,7083532
05/11/2024,HOND,4T,,GRY,EH69724,IL,701 N. Sacramento,(773) 265-7605,7090575
05/02/2024,BUIC,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1726287
05/18/2024,LEXS,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7091051
05/02/2024,RAMA,PK,,BLK,2631150B,IL,10300 S. Doty,(773) 568-8495,2968719
03/14/2024,KIA,4T,,WHI,EC82595,IL,701 N. Sacramento,(773) 265-7605,7085643
05/16/2024,CADI,2D,,BLK,DB80676,IL,10300 S. Doty,(773) 568-8495,2969262
04/26/2024,TESL,4T,,BLK,62445EL,IL,701 N. Sacramento,(773) 265-7605,7089407
03/14/2024,TOYT,4T,,SIL,VB61948,IL,701 N. Sacramento,(773) 265-7605,7085670
04/02/2024,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2967555
02/26/2024,CHEV,VN,,BLU,,IL,10300 S. Doty,(773) 568-8495,2965360
03/16/2024,CHEV,PK,,ONG,56400Z,VA,701 N. Sacramento,(773) 265-7605,7086189
05/05/2024,FORD,4D,,GRY,EQ75039,IL,701 N. Sacramento,(773) 265-7605,7090171
05/16/2024,DODG,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2969260
05/17/2024,FORD,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2969345
03/24/2024,BUIC,4D,,SIL,EP27694,IL,701 N. Sacramento,(773) 265-7605,7086974
04/05/2024,KIA,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2967734
05/22/2024,JEEP,LL,GCH,RED,T1818181,MA,701 N. Sacramento,(773) 265-7605,7091343
04/18/2024,NISS,LL,,WHI,BF15773,IL,10300 S. Doty,(773) 568-8495,2968184
05/11/2024,ACUR,4D,,GRY,ECIZ85,CO,400 E. Lower Wacker,(312) 744-7550,0302729
04/04/2024,BUIC,LL,,TAN,DL42340,IL,10300 S. Doty,(773) 568-8495,2967659
05/22/2024,CHEV,PK,SLV,GRY,,IL,10300 S. Doty,(773) 568-8495,2969536
05/22/2024,MAZD,VN,,BLK,EQ47733,IL,701 N. Sacramento,(773) 265-7605,7091333
03/08/2024,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2965962
05/16/2024,FORD,LL,,WHI,DS47837,IL,10300 S. Doty,(773) 568-8495,2969264
05/02/2024,CHRY,VN,,WHI,Q618274,IL,10300 S. Doty,(773) 568-8495,2968721
05/22/2024,LINC,LL,,SIL,AV51345,IL,701 N. Sacramento,(773) 265-7605,7091344
04/26/2024,NISS,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2968503
05/22/2024,CHEV,LL,TK,GRY,DX85329,IL,10300 S. Doty,(773) 568-8495,2969537
04/07/2024,NISS,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2967805
05/22/2024,HYUN,4D,SON,LBL,,IL,701 N. Sacramento,(773) 265-7605,7091349
05/17/2024,CHEV,4D,,SIL,ED86858,IL,10300 S. Doty,(773) 568-8495,2969346
05/11/2024,FORD,LL,,GRN,RMJ8826,TX,10300 S. Doty,(773) 568-8495,2969072
05/16/2024,KIA,LL,,BLK,DG95635,IL,10300 S. Doty,(773) 568-8495,2969267
04/04/2024,KIA,4D,,BLK,CA42723,IL,701 N. Sacramento,(773) 265-7605,7087910
04/19/2024,CHEV,LL,,GRY,BY43604,IL,10300 S. Doty,(773) 568-8495,2968245
03/14/2024,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7085685
05/11/2024,CADI,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2969071
04/04/2024,CHEV,4T,,BLK,DJ52962,IL,701 N. Sacramento,(773) 265-7605,7087908
05/22/2024,ACUR,LL,,BLK,EP26203,IL,701 N. Sacramento,(773) 265-7605,7091347
05/22/2024,CHEV,4D,MAL,WHI,008805A0,IL,701 N. Sacramento,(773) 265-7605,7091348
04/04/2024,FORD,LL,,WHI,238349,IL,10300 S. Doty,(773) 568-8495,2967663
05/16/2024,MITS,LL,,BLK,ED22444,IL,10300 S. Doty,(773) 568-8495,2969268
05/16/2024,FORD,LL,,WHI,DK26401,IL,10300 S. Doty,(773) 568-8495,2969266
05/14/2024,FORD,LL,,WHI,EG71374,IL,10300 S. Doty,(773) 568-8495,2969168
05/14/2024,CHEV,LL,,GRY,DC34621,IL,10300 S. Doty,(773) 568-8495,2969172
05/22/2024,CHRY,4D,,WHI,ER99719,IL,10300 S. Doty,(773) 568-8495,2969538
05/22/2024,CHEV,LL,TK,RED,DL13547,IL,701 N. Sacramento,(773) 265-7605,7091350
03/19/2024,FORD,VN,,WHI,DT59185,IL,701 N. Sacramento,(773) 265-7605,7086328
04/18/2024,CHEV,4T,,GRY,EB35161,IL,701 N. Sacramento,(773) 265-7605,7088798
04/12/2024,SATR,LL,,BLK,EE55808,IL,701 N. Sacramento,(773) 265-1846,1547250
05/16/2024,NISS,4D,,SIL,811AB887,IL,10300 S. Doty,(773) 568-8495,2969271
05/08/2024,FORD,4D,,BLK,P120294,IL,10300 S. Doty,(773) 785-9752,1726318
05/02/2024,HOND,4D,,GRY,CH50507,IL,701 N. Sacramento,(773) 265-7605,7089846
05/14/2024,CHEV,LL,TK,BLU,DW77678,IL,10300 S. Doty,(773) 568-8495,2969174
05/14/2024,FORD,2T,,BLK,Z733035,IL,10300 S. Doty,(773) 568-8495,2969171
03/21/2024,HOND,MC,,RED,,IL,10300 S. Doty,(773) 785-9752,1726100
04/30/2024,LEXS,4D,,BLK,ES38229,IL,400 E. Lower Wacker,(312) 744-7550,0302011
04/22/2024,CHEV,4D,,SIL,DV24657,IL,701 N. Sacramento,(773) 265-7605,7089130
03/14/2024,NISS,LL,,BLK,9247531,IL,701 N. Sacramento,(773) 265-7605,7085671
05/14/2024,JEEP,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7090759
05/06/2024,ZCZY,UL,,BLU,T448027,TN,701 N. Sacramento,(773) 265-1846,1547374
05/14/2024,MERZ,4D,,SIL,XUQ171,GA,10300 S. Doty,(773) 568-8495,2969169
03/09/2024,HOND,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7085137
05/14/2024,,TR,,WHI,204301H,IL,10300 S. Doty,(773) 568-8495,2969170
03/14/2024,OLDS,4D,,RED,CQ45296,IL,701 N. Sacramento,(773) 265-7605,7085697
05/14/2024,TOYT,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2969175
03/22/2024,FORD,2D,TK,WHI,3849867B,IL,10300 S. Doty,(773) 568-8495,2966928
03/22/2024,LEXS,4D,,BLK,AF91015,IL,400 E. Lower Wacker,(312) 744-7550,0299512
03/24/2024,GMC,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2967076
05/14/2024,,TR,,WHI,51217R,IL,701 N. Sacramento,(773) 265-7605,7090760
05/10/2024,CHEV,4T,,BLK,EB98382,IL,701 N. Sacramento,(773) 265-7605,7090451
04/05/2024,NISS,PK,,BLK,,IL,10300 S. Doty,(773) 568-8495,2967735
05/06/2024,JEEP,4D,,GRY,FP253252,IL,701 N. Sacramento,(773) 265-7605,7090278
02/24/2024,KIA,4D,,GRY,CV41992,IL,701 N. Sacramento,(773) 265-7605,7083558
05/16/2024,HYUN,4D,,BLK,DZ97411,IL,10300 S. Doty,(773) 568-8495,2969272
04/05/2024,HOND,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2967736
04/12/2024,JEEP,LL,,BLK,DL672Z,IL,701 N. Sacramento,(773) 265-1846,1547255
02/24/2024,HOND,2D,,BLK,DF68399,IL,701 N. Sacramento,(773) 265-7605,7083557
05/02/2024,TOYT,4D,,BLK,3769612,IL,400 E. Lower Wacker,(312) 744-7550,0302146
03/09/2024,DODG,4D,STA,GRY,009230A0,IL,701 N. Sacramento,(773) 265-7605,7085139
05/16/2024,,,,,,IL,701 N. Sacramento,(773) 265-7605,7090837
04/24/2024,HYUN,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7089245
04/16/2024,CHEV,LL,,GRY,EQ18817,IL,701 N. Sacramento,(773) 265-7605,7088698
03/14/2024,DODG,PK,,RED,2530673B,IL,701 N. Sacramento,(773) 265-7605,7085702
05/06/2024,HYUN,4D,,,FP265740,IL,701 N. Sacramento,(773) 265-7605,7090279
